word,n,Year
new number tags,4,1995
north santa rosa,4,1995
northwest end of,4,1995
not confined to,4,1995
number of hinnites,4,1995
observed with wasting,4,1995
of a mature,4,1995
of hinnites giganteus,4,1995
of the five,4,1995
of the s,4,1995
on rpcs this,4,1995
on santa barbara,4,1995
on the deeper,4,1995
on the eastern,4,1995
on the shallow,4,1995
on top of,4,1995
ophiothrix spiculata brittle,4,1995
over the entire,4,1995
oxyjulis californica were,4,1995
paralabrax clathratus and,4,1995
pelican bay santa,4,1995
phragmatopoma californica were,4,1995
placed on the,4,1995
plants were present,4,1995
point and southeast,4,1995
population dynamics of,4,1995
present over the,4,1995
purpuratus and s,4,1995
purpuratus for size,4,1995
pyrifera was present,4,1995
pyrifera were common,4,1995
random point contacts,4,1995
recorded for this,4,1995
recruitment modules arms,4,1995
red algae were,4,1995
remote temperature loggers,4,1995
report technical report,4,1995
rosa island depth,4,1995
rpcs this category,4,1995
of the bottom,125,1996
kelp forest monitoring,113,1996
channel islands national,85,1996
islands national park,83,1996
with a density,79,1996
a density of,78,1996
of the transect,65,1996
along the transect,64,1996
were common with,54,1996
common with a,41,1996
technical report chis,39,1996
park kelp forest,36,1996
national park kelp,35,1996
santa cruz island,33,1996
at this site,31,1996
were moderately abundant,31,1996
asterina patiria miniata,29,1996
were observed on,28,1996
and s purpuratus,27,1996
s purpuratus were,26,1996
santa barbara island,26,1996
roving diver fish,25,1996
adult and juvenile,24,1996
franciscanus and s,24,1996
the number of,24,1996
end of the,23,1996
pisaster giganteus were,23,1996
most of the,22,1996
none were observed,22,1996
patiria miniata were,22,1996
for this site,21,1996
san miguel island,20,1996
were common and,20,1996
abundant with a,19,1996
m pyrifera plants,19,1996
encrusting coralline algae,18,1996
s franciscanus and,18,1996
s purpuratus and,18,1996
diver fish counts,17,1996
one of the,17,1996
santa rosa island,17,1996
size frequency measurements,17,1996
were abundant with,17,1996
found in the,16,1996
the most common,16,1996
were abundant and,16,1996
miscellaneous red algae,15,1996
observed on quadrats,15,1996
of s purpuratus,15,1996
sea urchin barrens,15,1996
species of fish,15,1996
the bottom and,15,1996
the bottom respectively,15,1996
the transect and,15,1996
were relatively uncommon,15,1996
with densities of,15,1996
all of the,14,1996
and none were,14,1996
female semicossyphus pulcher,14,1996
fish were observed,14,1996
forest monitoring sites,14,1996
giganteus were common,14,1996
mature kelp forest,14,1996
on band transects,14,1996
our second visit,14,1996
common with densities,13,1996
coryphopterus nicholsii were,13,1996
counted on both,13,1996
counts were conducted,13,1996
fish counts were,13,1996
in the arms,13,1996
observed on band,13,1996
of fish were,13,1996
parastichopus parvimensis were,13,1996
sp ,13,1996
strongylocentrotus franciscanus and,13,1996
university of california,13,1996
were all common,13,1996
were counted on,13,1996
all indicator species,12,1996
and 5m2 quadrats,12,1996
appeared to be,12,1996
during band transects,12,1996
for all indicator,12,1996
many of the,12,1996
sbsesl sbap sbcat,12,1996
scfh scpb scsa,12,1996
were conducted on,12,1996
abundant on the,11,1996
and were counted,11,1996
articulated coralline algae,11,1996
at santa barbara,11,1996
confined to crevices,11,1996
coralline algae covered,11,1996
densities of s,11,1996
divers and on,11,1996
during our second,11,1996
kelp forest species,11,1996
most common miscellaneous,11,1996
on both quadrats,11,1996
pyrifera plants were,11,1996
scgi scfh scpb,11,1996
semicossyphus pulcher were,11,1996
side of the,11,1996
smhr srjlno srjlso,11,1996
smwl smhr srjlno,11,1996
southeast sea lion,11,1996
srjlno srjlso srrr,11,1996
than last year,11,1996
the kelp forest,11,1996
this is a,11,1996
were observed during,11,1996
a survey site,10,1996
anar ancc anlc,10,1996
ancc anlc sbsesl,10,1996
and not one,10,1996
anlc sbsesl sbap,10,1996
aplysia californica were,10,1996
artificial recruitment modules,10,1996
californica were common,10,1996
common along the,10,1996
crassedoma hinnites giganteum,10,1996
davis et al,10,1996
for size frequencies,10,1996
forest species list,10,1996
high densities of,10,1996
is a survey,10,1996
island note this,10,1996
list page k,10,1996
location smwl smhr,10,1996
not one of,10,1996
note this is,10,1996
observed coryphopterus nicholsii,10,1996
observed during band,10,1996
of the permanent,10,1996
on the bottom,10,1996
on the fish,10,1996
permanent kelp forest,10,1996
s franciscanus were,10,1996
scpb scsa scyb,10,1996
scsa scyb anar,10,1996
scyb anar ancc,10,1996
site and not,10,1996
species list page,10,1996
srjlso srrr scgi,10,1996
srrr scgi scfh,10,1996
survey site and,10,1996
the bottom the,10,1996
the permanent kelp,10,1996
the transect with,10,1996
were observed in,10,1996
were uncommon and,10,1996
with a mean,10,1996
adult m pyrifera,9,1996
an abundance of,9,1996
common miscellaneous invertebrates,9,1996
common on the,9,1996
cypraea spadicea were,9,1996
dominated by strongylocentrotus,9,1996
fish and game,9,1996
franciscanus were common,9,1996
half of the,9,1996
hinnites giganteum were,9,1996
invertebrates on rpcs,9,1996
juvenile m pyrifera,9,1996
lithopoma astraea undosum,9,1996
lytechinus anamesus were,9,1996
miscellaneous invertebrates on,9,1996
of fish and,9,1996
of strongylocentrotus franciscanus,9,1996
on october 2nd,9,1996
present along the,9,1996
similar to last,9,1996
strongylocentrotus purpuratus barrens,9,1996
the fish counts,9,1996
the transect was,9,1996
this category covered,9,1996
uncommon with a,9,1996
were common covering,9,1996
were found in,9,1996
were observed respectively,9,1996
with a moderate,9,1996
bare substrate covered,8,1996
barrens with a,8,1996
by five divers,8,1996
diver fish count,8,1996
divers on the,8,1996
gull island south,8,1996
haliotis rufescens were,8,1996
in the open,8,1996
less abundant than,8,1996
observed with wasting,8,1996
of california santa,8,1996
on rpcs were,8,1996
out in the,8,1996
purpuratus were common,8,1996
random point contacts,8,1996
sampled for all,8,1996
second visit on,8,1996
size frequency distributions,8,1996
status mature kelp,8,1996
strongylocentrotus franciscanus were,8,1996
the m pyrifera,8,1996
the transect but,8,1996
the west end,8,1996
their density was,8,1996
to last year,8,1996
urchin barrens with,8,1996
usual for this,8,1996
was estimated at,8,1996
was observed on,8,1996
were common along,8,1996
were common but,8,1996
were common on,8,1996
were observed with,8,1996
west end of,8,1996
with wasting syndrome,8,1996
a mean of,7,1996
a moderate density,7,1996
abundant in the,7,1996
adult and subadult,7,1996
alloclinus holderi were,7,1996
and encrusting coralline,7,1996
annual report table,7,1996
as abundant as,7,1996
as last year,7,1996
astraea undosum were,7,1996
at santa cruz,7,1996
brittle star ophiothrix,7,1996
by strongylocentrotus purpuratus,7,1996
density of strongylocentrotus,7,1996
embiotoca jacksoni and,7,1996
johnson’s lee north,7,1996
juvenile laminaria farlowii,7,1996
kelletia kelletii were,7,1996
lermtemp an ar,7,1996
lermtemp an cc,7,1996
lermtemp an lc,7,1996
lermtemp sb ap,7,1996
lermtemp sb cat,7,1996
lermtemp sb sesl,7,1996
lermtemp sc fh,7,1996
lermtemp sc gi,7,1996
lermtemp sc pb,7,1996
lermtemp sc sa,7,1996
lermtemp sc yb,7,1996
lermtemp sm hr,7,1996
lermtemp sm wl,7,1996
lermtemp sr jlno,7,1996
lermtemp sr jlso,7,1996
lermtemp sr rr,7,1996
m2 and 5m2,7,1996
m2 pisaster giganteus,7,1996
m2 respectively and,7,1996
male and female,7,1996
megathura crenulata were,7,1996
miniata were common,7,1996
moderate density of,7,1996
much of the,7,1996
number of strongylocentrotus,7,1996
open area with,7,1996
red algae was,7,1996
sea urchin wasting,7,1996
some of the,7,1996
stainless steel tags,7,1996
star ophiothrix spiculata,7,1996
status strongylocentrotus purpuratus,7,1996
subadult and juvenile,7,1996
the transect on,7,1996
their coverage’s were,7,1996
this year the,7,1996
top of the,7,1996
transect with a,7,1996
urchin wasting syndrome,7,1996
was dominated by,7,1996
was observed at,7,1996
were also common,7,1996
were relatively abundant,7,1996
were used to,7,1996
a depth of,6,1996
a moderate amount,6,1996
abundant along the,6,1996
abundant and diverse,6,1996
adult subadult and,6,1996
al in prep,6,1996
algae was abundant,6,1996
and consisted mostly,6,1996
articulated and encrusting,6,1996
as well as,6,1996
astrangia lajollaensis were,6,1996
bottom bare substrate,6,1996
bryozoans were common,6,1996
california santa cruz,6,1996
canopy cover was,6,1996
common and were,6,1996
conducted on july,6,1996
continues to be,6,1996
coralline algae were,6,1996
coverage for this,6,1996
crassedoma hinnites giganteus,6,1996
davis g e,6,1996
east of the,6,1996
et al in,6,1996
for size frequency,6,1996
forest monitoring program,6,1996
fresh h corrugata,6,1996
giganteus were also,6,1996
haliotis corrugata were,6,1996
harbor santa cruz,6,1996
in this area,6,1996
island was dominated,6,1996
it appears that,6,1996
juvenile embiotoca jacksoni,6,1996
juvenile s franciscanus,6,1996
kelp forest with,6,1996
laminaria farlowii were,6,1996
location offshore of,6,1996
lophogorgia chilensis were,6,1996
m pyrifera was,6,1996
m2 parastichopus parvimensis,6,1996
macrocystis pyrifera plants,6,1996
macrocystis pyrifera was,6,1996
may have been,6,1996
miniata were abundant,6,1996
moderate amount of,6,1996
nicholsii were common,6,1996
number of quadrats,6,1996
number per arm,6,1996
of strongylocentrotus purpuratus,6,1996
of the kelp,6,1996
on september 17th,6,1996
on the tops,6,1996
on top of,6,1996
overall this site,6,1996
part of the,6,1996
past several years,6,1996
pycnopodia helianthoides were,6,1996
reef anacapa island,6,1996
s purpuratus densities,6,1996
sea urchins were,6,1996
site with a,6,1996
six divers and,6,1996
strongylocentrotus purpuratus and,6,1996
the bottom bare,6,1996
the bottom most,6,1996
the brittle star,6,1996
the past several,6,1996
the seven arms,6,1996
the temperature logger,6,1996
the temperature loggers,6,1996
the tops of,6,1996
their densities were,6,1996
there was a,6,1996
there were few,6,1996
this site has,6,1996
this year compared,6,1996
to previous years,6,1996
uncommon and none,6,1996
was similar to,6,1996
wasting syndrome was,6,1996
were abundant in,6,1996
were common in,6,1996
were observed coryphopterus,6,1996
were sampled for,6,1996
were uncommon with,6,1996
year compared to,6,1996
a random start,5,1996
about the same,5,1996
abundant and covered,5,1996
abundant than last,5,1996
anacapa and santa,5,1996
anamesus were observed,5,1996
and arch point,5,1996
and articulated coralline,5,1996
and astrangia lajollaensis,5,1996
and cat canyon,5,1996
and female semicossyphus,5,1996
and juvenile embiotoca,5,1996
and juvenile laminaria,5,1996
and on september,5,1996
and ophiothrix spiculata,5,1996
annual report location,5,1996
annual report technical,5,1996
appeared to have,5,1996
are in appendix,5,1996
area with a,5,1996
arms asterina patiria,5,1996
black sea bass,5,1996
both quadrats and,5,1996
bottom and consisted,5,1996
bottom most of,5,1996
bottom respectively bare,5,1996
centrostephanus coronatus were,5,1996
common and covered,5,1996
consisted mostly of,5,1996
continued to be,5,1996
cystoseira spp was,5,1996
department of fish,5,1996
directly along the,5,1996
due to the,5,1996
eisenia arborea were,5,1996
five divers on,5,1996
forest monitoring handbook,5,1996
giant black sea,5,1996
growing on the,5,1996
h corrugata shells,5,1996
had tattered fronds,5,1996
haliotis spp were,5,1996
has changed little,5,1996
hinnites giganteus were,5,1996
johnson’s lee south,5,1996
juvenile eisenia arborea,5,1996
macrocystis pyrifera giant,5,1996
mean size of,5,1996
miscellaneous invertebrates covered,5,1996
moderately abundant with,5,1996
monitoring channel islands,5,1996
national park california,5,1996
near the transect,5,1996
new stainless steel,5,1996
north end of,5,1996
observed along the,5,1996
observed in quadrats,5,1996
observed in the,5,1996
of red algae,5,1996
of the arms,5,1996
of the m,5,1996
off the transect,5,1996
on august 20th,5,1996
on august 5th,5,1996
on santa cruz,5,1996
on the rocky,5,1996
one was observed,5,1996
only able to,5,1996
parts of the,5,1996
parvimensis were common,5,1996
patiria miniata and,5,1996
purple sea urchins,5,1996
purpuratus densities were,5,1996
purpuratus purple sea,5,1996
pyrifera giant kelp,5,1996
quadrats and 5m2,5,1996
recruitment modules arms,5,1996
report technical report,5,1996
respectively and covered,5,1996
respectively bare substrate,5,1996
sea lion rookery,5,1996
sea star wasting,5,1996
sebastes atrovirens were,5,1996
second visit to,5,1996
shells were found,5,1996
site has changed,5,1996
small patches of,5,1996
spadicea were common,5,1996
star wasting disease,5,1996
strongylocentrotus purpuratus purple,5,1996
strongylocentrotus spp were,5,1996
subadult m pyrifera,5,1996
syndrome was observed,5,1996
tethya aurantia were,5,1996
the 5m2 quadrats,5,1996
the arms were,5,1996
the bottom articulated,5,1996
the bottom bryozoans,5,1996
the bottom tunicates,5,1996
the bottom was,5,1996
the north end,5,1996
the sea urchins,5,1996
the stainless steel,5,1996
the top of,5,1996
the transect their,5,1996
this is the,5,1996
this site and,5,1996
tops of rocks,5,1996
was moderately abundant,5,1996
were able to,5,1996
were abundant on,5,1996
were confined to,5,1996
were dominated by,5,1996
were less common,5,1996
were only able,5,1996
were out in,5,1996
were present along,5,1996
with a random,5,1996
with high densities,5,1996
a mean size,4,1996
a miniata were,4,1996
a second time,4,1996
a total of,4,1996
admiral’s reef anacapa,4,1996
algae combined covered,4,1996
all common several,4,1996
anacapa island and,4,1996
and brown algae,4,1996
and counted on,4,1996
and disposed of,4,1996
and estimated abundance,4,1996
and juvenile densities,4,1996
and not confined,4,1996
and only one,4,1996
of the bottom,113,1997
kelp forest monitoring,107,1997
with a density,106,1997
a density of,104,1997
of the transect,77,1997
technical report chis,76,1997
along the transect,66,1997
were common with,60,1997
at this site,52,1997
common with a,52,1997
asterina patiria miniata,39,1997
for this site,38,1997
end of the,37,1997
roving diver fish,35,1997
to last year,35,1997
similar to last,34,1997
santa barbara island,32,1997
santa cruz island,32,1997
than last year,32,1997
were observed on,29,1997
most of the,28,1997
channel islands national,27,1997
in the arms,26,1997
