Indicator,Species,Kingdom,Phylum,Subphylum,Class,Order,Family,Genus,Species (Used by KFM),Status,Currently Accepted Name,Authority (Accepted),ScientificName,ScientificName_Short_Form,CommonName,Common_Name,CommonNameSimple,CommonName_Capitalized,AlternateTaxonName,SpeciesName,ID_Short,ID_Long,Abundance,Abundance_Long,Habitat_Broad,Habitat_Specific,Size_Range,Size_Range_Long,Geographic_Range,Life_Stage,Sex,Trophic_Complete,Trophic_Broad,Color,Classification,Class_Short,oneM_,fiveM_,bands_,rpc_,rdfc_,VFT_,Targeted_Broad,Commercial_Fishery,Recreational_Fishery,Bag_Limit,Legal_Size_cm,Fishery_Info_notes,Useful_Links
FALSE,16085,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Scombridae,Sarda,Sarda chiliensis,Accepted,Sarda chiliensis,"Cuvier, 1832",Sarda chiliensis,S. chiliensis,eastern pacific bonito,eastern_pacific_bonito,eastern pacific bonito,eastern pacific bonito,Sarda chiliensis,eastern pacific bonito,"Epipelagic. Dark blue above, silvery below. Common. D XVIII–XIX + I,12–15 + 6–9 finlets; A II,10–13 + 6–7 finlets; GR 7–10 + 11–18; Vert. 44–46.","temperate coastal pelagic schooling fish. They are a popular recreational as well as commercially caught species off the coast of southern California. Bonito are in the Scombridae family with other species of mackerels and tunas. They have a cigar shaped body with a pointed, conical head and a large mouth. Their color changes from dark blue above fading to silvery below, with a number of dark slanted stripes along their backs (Figure 1-1). They are easily identified, as they are the only tuna-like fishes on the California coast with slanted dark stripes on their backs.",Uncommon/common,"highly variable and dependent on environmental factors, fluctuating naturally in response to decadal oceanographic conditions. The availability of their primary prey species, the Northern Anchovy (Engraulis mordax) is also highly affected by oceanographic conditions, which may in turn impact Bonito abundance. From 1962 to 1969, an aerial survey on the apparent abundance of several pelagic fish species including Bonito was conducted (Squire 1972). The total Bonito abundance across the first 4 years was estimated at 238,247 tons and appeared to slightly decline during the survey period. The average weight per school during this time was estimated at 17.1 tons (Squire 1972). Assessing the population of Bonito off the California coast is challenging due to their high mobility and shifting geographic range with varying environmental conditions. There is no current assessment of Bonito populations off California.","Water column, pelagic","Bonito are a highly migratory, pelagic, schooling fish that occupy habitats ranging from the open ocean to nearshore kelp forests. Younger Bonito spend more time in nearshore surrounding kelp forest habitats, and may even enter bays and harbors, whereas larger individuals are more often found offshore in the coastal, pelagic environment at depths up to 300 feet (91 meters).",to 121.9 cm,The largest observed Bonito was 48 inches (121.9 centimeters) and 24.9 pounds (11.3 kilograms),"from Chile to the Gulf of Alaska, with the greatest abundance occurring in warm waters between Magdalena Bay, Baja California, Mexico and Point Conception, California.",NA,NA,piscivore,Piscivore,slategray,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,61,Length is fork length,https://marinespecies.wildlife.ca.gov/pacific-bonito/the-species/
FALSE,16086,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber japonicus,Accepted,Scomber japonicus,"Houttuyn, 1782",Scomber japonicus,S. japonicus,"pacific mackerel, greenback mackerel",pacific_mackerel_greenback_mackerel,"pacific mackerel, greenback mackerel","pacific mackerel, greenback mackerel",Scomber japonicus,"pacific mackerel, greenback mackerel","Head dark blue, back with dark wavy lines, silver-green below. Common. D VIII–XI + I,9–14 + 4–6 finlets; A I + I or II,9–12 + 4–6 finlets; GR 11–14 + 27–29 = 38–43; Vert. 30–32.",NA,Common,Common,"Water column, pelagic",NA,to 60 cm,to 60 cm,Chile to Alaska,NA,NA,piscivore,Piscivore,gray82,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16087,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Carangidae,Seriola,Seriola lalandi,Accepted,Seriola lalandi,"Valenciennes, 1833",Seriola lalandi,S. lalandi,yellowtail,yellowtail,yellowtail,yellowtail,Seriola lalandi,yellowtail,"Olive-brown to brown above, with yellow stripe along side; fins yellowish. Common. D IV–VII + I,31–39; A O–II + I,19–23; GR 7–8 + 18–22 = 26–30; Vert. 25.",NA,Common,Common,"Water column, pelagic",NA,to 1.5 m,to 1.5 m,Chile to Washington,NA,NA,piscivore,Piscivore,yellow1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,61,"can take 5 under 61, next 5 have to be over",NA
FALSE,16088,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes paucispinis,Accepted,Sebastes paucispinis,"Ayres, 1854",Sebastes paucispinis,S. paucispinis,bocaccio,bocaccio,bocaccio,bocaccio,Sebastes paucispinis,bocaccio,"Uniform dusky-red on back, pinkish below; young with dark brown spotting on sides. Common. D XII–XIV,13–15; A III,8–10; Pect. 15–16; LLp 54–70; GR 8–9 + 20–22 = 28–31; Vert. 26.",NA,Common,Common,"Benthic, water column",NA,to 91 cm,to 91 cm,Baja to Alaska,NA,NA,piscivore,Piscivore,tomato1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16089,Animalia,Chordata,Vertebrata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo californica,Unaccepted,Tetronarce californica,"Ayres, 1855",Torpedo californica,T. californica,pacific electric ray,pacific_electric_ray,pacific electric ray,pacific electric ray,Torpedo californica,pacific electric ray,"Blue-black to dark gray above; slate-gray below, often with black spotting",NA,Common,Common,Benthic,NA,to 1.2 m,to 1.2 m,Baja to BC,NA,NA,piscivore,Piscivore,gray58,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16090,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus symmetricus,Accepted,Trachurus symmetricus,"Ayres, 1855",Trachurus symmetricus,T. symmetricus,jack mackerel,jack_mackerel,jack mackerel,jack mackerel,Trachurus symmetricus,jack mackerel,"Metallic blue to olive-green above, silvery below. Common. D VIII + I,28–38; A II + I, 22–33; LLs 87–111, the latter 40–55 as enlarged shields; GR 7–15 + 25–42 = 32–57; Vert. 23–25.",NA,Common,Common,"Water column, pelagic",NA,to 80 cm,to 80 cm,Baja to Alaska,NA,NA,piscivore + zooplanktivore,Planktivore,darkgray,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16091,Animalia,Chordata,Vertebrata,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinops,Atherinops affinis,Accepted,Atherinops affinis,"Ayres, 1860",Atherinops affinis,A. affinis,topsmelt,topsmelt,topsmelt,topsmelt,Atherinops affinis,topsmelt,"Bright green above, silvery below with a midline stripe. Common in bays, sloughs, and in kelp beds. D V–IX + I,8–14; A I,19–25; Pect. 13; midlateral scales 63–65; GR 4–8 + 21–34 = 27–41; Vert. 45–52.",NA,Common,Common,"Water column, pelagic",NA,to 35cm,to 35cm,Gulf of CA to BC,NA,NA,zooplanktivore,Planktivore,azure2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,No Limit,No Limit,NA,NA
FALSE,16092,Animalia,Chordata,Vertebrata,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinopsis,Atherinopsis californiensis,Accepted,Atherinopsis californiensis,"Girard, 1854",Atherinopsis californiensis,A. californiensis,Jacksmelt,Jacksmelt,Jacksmelt,Jacksmelt,Atherinopsis californiensis,Jacksmelt,"Greenish-blue above, silvery on sides with a midline stripe. Common throughout the inshore area and in bays. D V–IX + I, 11–14; A I, 21–26; midlateral scales about 75; Vert. 50–54.","Jacksmelt, Atherinopsis californiensis, is a member of the silverside family Atherinopsidae which includes Grunion, Leuresthes tenuis, and Topsmelt, Atherinops affinis. Osmeridae, or “true” smelts, have a single dorsal fin and an adipose fin, whereas the silversides, e.g., Jacksmelt and Topsmelt, have two dorsal fins (one with spines) as shown in Figures 1-1 and 1-2. The insertion of the anal fin occurs between the two dorsal fins in Jacksmelt—the anal fin inserts at the origin of the anterior dorsal fin in Topsmelt.",Uncommon,There are no population estimates or stock assessments for Jacksmelt.,"Water column, pelagic","Jacksmelt are found in shallow habitats, typically in estuaries, bays, kelp canopy, and along sandy beaches. Juveniles and adults school in nearshore waters from 5 to 50 feet (1.5 to 15 meters) in depth, although they can be found in depths down to 95 feet (29 meters).",to 45 cm,"Aging studies for Jacksmelt were based primarily on length frequencies although scales were used for assigning ages to determine maximum ages (Clark 1929). Jacksmelt grow to an average length of 114 mm (4.5 in) in their first year of life and 185 mm (7.3 in) by the end of their second year, when most are sexually mature (Clark 1929).",Yaquina Bay Oregon to Southern Baja,NA,NA,zooplanktivore,Planktivore,cadetblue1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,No Limit,No Limit,most catch is as bycatch,https://marinespecies.wildlife.ca.gov/jacksmelt/the-species/
FALSE,16093,Animalia,Chordata,Vertebrata,Actinopterygii,Gasterosteiformes,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus,Accepted,Aulorhynchus flavidus,"Gill, 1861",Aulorhynchus flavidus,A. flavidus,tubesnout,tubesnout,tubesnout,tubesnout,Aulorhynchus flavidus,tubesnout,"Elongate body and snout with a forked tail, quick and often aggregated, compared to more solitary, slow moving pipefish which has a rounded caudal fin and body rings.",NA,Common,Common,Water column,NA,to 18 cm,to 18 cm,Baja to Alaska,NA,NA,zooplanktivore,Planktivore,darkgoldenrod,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16094,Animalia,Chordata,Vertebrata,Actinopterygii,Atheriniformes,Atherinidae,NA,Atherinidae spp.,Accepted,Atherinidae spp.,"Risso, 1827",Atherinidae spp.,A. spp.,"grunion, topsmelt or jacksmelt",grunion_topsmelt_or_jacksmelt,"grunion, topsmelt or jacksmelt","grunion, topsmelt or jacksmelt",Atherinidae spp.,"grunion, topsmelt or jacksmelt",NA,NA,NA,NA,"Water column, pelagic",NA,NA,NA,NA,NA,NA,zooplanktivore,Planktivore,gray71,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,No Limit,No Limit,NA,NA
FALSE,16095,Animalia,Chordata,Vertebrata,Actinopterygii,Clupeiformes,Clupeidae,NA,Clupeidae spp.,Accepted,Clupeidae spp.,"Cuvier, 1816",Clupeidae spp.,C. spp.,anchovy/sardine,anchovy/sardine,anchovy/sardine,anchovy/sardine,Clupeidae spp.,anchovy/sardine,NA,NA,NA,NA,"Water column, pelagic",NA,NA,NA,NA,NA,NA,zooplanktivore,Planktivore,cornsilk3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Non-targeted,No Limit,No Limit,NA,NA
FALSE,16096,Animalia,Chordata,Vertebrata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,Accepted,Engraulis mordax,"Girard, 1854",Engraulis mordax,E. mordax,northern anchovy,northern_anchovy,northern anchovy,northern anchovy,Engraulis mordax,northern anchovy,"Back metallic blue to green, silver below. Body roundish and scales easily rubbed off. By far the most abundant anchovy in California. D 14–19; A 19–26; Pect. 13–20; midlateral scales about 41–50; GR 28–41 + 37–45 (number increasing with size); Vert. 43–47.",NA,Common,Common,"Water column, pelagic",NA,to 23 cm but rarely over 18 cm,to 23 cm but rarely over 18 cm,"Cape San Lucas, Baja California to BC",NA,NA,zooplanktivore,Carnivore,dimgrey,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Non-targeted,No Limit,No Limit,NA,NA
FALSE,16097,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,Phanerodon atripes,Accepted,Phanerodon atripes,"Jordan & Gilbert, 1880",Phanerodon atripes,P. atripes,sharpnose surfperch,sharpnose_surfperch,sharpnose surfperch,sharpnose surfperch,Phanerodon atripes,sharpnose surfperch,"Silvery with reddish-brown marks on back; pelvic fins dusky, black tipped. Common only in Monterey Bay. D X–XI,22–24; A III,27–30; Pect. 20–22; LLs 63–68 + 5–6 on tail.",NA,Uncommon,Uncommon,"Benthic, water column",NA,to 17 cm,to 17 cm,San Benito Baja to Bodega Bay,NA,NA,zooplanktivore,Planktivore,moccasin,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16098,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Bathymasteridae,Ronquilus,Ronquilus jordani,Accepted,Ronquilus jordani,"Gilbert, 1889",Ronquilus jordani,R. jordani,northern ronquil,northern_ronquil,northern ronquil,northern ronquil,Ronquilus jordani,northern ronquil,"Male is orange above, olive-green below; female is olive-green above, paler below; both sexes have 2 yellow stripes below lateral line. Rare. D 41–48 (first 20–30 soft-rays are unbranched); A 31–34; Pect. 18; LLp about 93; Vert. 49",NA,Rare,Rare,"Benthic, cryptic",NA,to 18 cm,to 18 cm,Monterey Bay to Bering Sea,NA,NA,zooplanktivore,Planktivore,wheat2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16099,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes entomelas,Accepted,Sebastes entomelas,"Jordan & Gilbert, 1880",Sebastes entomelas,S. entomelas,widow rockfish,widow_rockfish,widow rockfish,widow rockfish,Sebastes entomelas,widow rockfish,"elongate, compressed, short head, anal fin slanting with black membranes. Color is brassy brown","The body of the widow rockfish is elongate and compressed. The head is relatively short, and the upper profile is slightly curved. The mouth is relatively small, the lower jaw projects slightly. The color is brassy brown over most of the body with the belly generally lighter in color, often with a reddish cast. The fin membranes, particularly in the anal and pectoral fins, are black. Specimens smaller than 10 inches are lighter in color and are tinged with vague streaks of orange.",,,"Benthic, water column",NA,to 50 cm,to 50 cm,"Todos Santos Bay, Baja California, to Kodiak Island, Alaska.",NA,NA,zooplanktivore,Planktivore,khaki4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16100,Animalia,Chordata,Vertebrata,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax,Accepted,Sardinops sagax,"Jenyns, 1842",Sardinops sagax,S. sagax,pacific sardine,pacific_sardine,pacific sardine,pacific sardine,Sardinops sagax,pacific sardine,Small schooling fish with a silver body and dark spots on its back,NA,Uncommon,Uncommon,"Water column, pelagic",NA,to 40 cm,to 40 cm,worldwide,NA,NA,zooplanktivore,Planktivore,gray88,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Non-targeted,No Limit,No Limit,NA,NA
FALSE,16101,Animalia,Chordata,Vertebrata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus spp.,Accepted,Syngnathus spp.,"Linnaeus, 1758",Syngnathus spp.,Syngnathus spp.,pipefish,pipefish,pipefish,pipefish,Syngnathus spp.,pipefish,"Green to brown in color, underside often white. Long trumpet-like snout, small fan-shaped tail. Of the six species that occur in the area, only S. leptorynchus (pictured here) and S. californiensis (Kelp Pipefish) are commonly seen.",NA,Uncommon,Uncommon,"Benthic, water column",NA,to 50 cm,to 50 cm,NA,NA,NA,zooplanktivore,Planktivore,olivedrab2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16102,Animalia,Chordata,Vertebrata,Actinopterygii,Tetraodontiformes ,Molidae ,Mola,Mola mola,Accepted,Mola mola,"Linnaeus, 1759",Mola mola,M. mola,ocean sunfish,ocean_sunfish,ocean sunfish,Ocean Sunfish,Mola mola,ocean sunfish,NA,NA,Uncommon,Uncommon,Pelagic,NA,"to 10' 10""",,,NA,NA,zooplanktivore,Planktivore,grey50,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
FALSE,16103,Animalia,Chordata,Vertebrata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys ,Porichthys notatus,Accepted,Porichthys notatus,"Girard, 1854",Porichthys notatus,P. notatus,plainfin midshipman,plainfin_midshipman,plainfin midshipman,Plainfin Midshipman,Porichthys notatus,plainfin midshipman,NA,NA,Uncommon,Uncommon,"Benthic, cryptic",NA,to 38 cm,to 38 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,blue2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
FALSE,17000,NA,NA,NA,NA,NA,NA,NA,total benthic biomass,Accepted,total benthic biomass,NA,total benthic biomass,t. b. biomass,total benthic biomass,total_benthic_biomass,total benthic biomass,Total Benthic Biomass,total benthic biomass,total benthic biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,dodgerblue,Invertebrates,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mixed,Mixed,Mixed,Mixed,Mixed,NA,NA
FALSE,17001,NA,NA,NA,NA,NA,NA,NA,total fish biomass,Accepted,total fish biomass,NA,total fish biomass,t. f. biomass,total fish biomass,total_fish_biomass,total fish biomass,Total Fish Biomass,total fish biomass,total fish biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,darkforestgreen,Fish,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mixed,Mixed,Mixed,Mixed,Mixed,NA,NA
FALSE,17000,NA,NA,NA,NA,NA,NA,NA,Total Invertebrates Biomass,Accepted,Total Invertebrate Biomass,NA,Total Invertebrates Biomass,T. I. Biomass,Total Invertebrates Biomass,Total_Invertebrates_Biomass,Total Invertebrates Biomass,Total Invertebrates Biomass,Total Invertebrates Biomass,Total Invertebrates Biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,dodgerblue,Invertebrates,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mixed,Mixed,Mixed,Mixed,Mixed,NA,NA
FALSE,17001,NA,NA,NA,NA,NA,NA,NA,Total Fish Biomass,Accepted,Total Fish Biomass,NA,Total Fish Biomass,T. F. Biomass,Total Fish Biomass,Total_Fish_Biomass,Total Fish Biomass,Total Fish Biomass,Total Fish Biomass,Total Fish Biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,darkforestgreen,Fish,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mixed,Mixed,Mixed,Mixed,Mixed,NA,NA
FALSE,17001,NA,NA,NA,NA,NA,NA,NA,Total Algae Biomass,Accepted,Total Algae Biomass,NA,Total Algae Biomass,T. A. Biomass,Total Algae Biomass,Total_Algae_Biomass,Total Algae Biomass,Total Algae Biomass,Total Algae Biomass,Total Algae Biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Algae,Algae,darkforestgreen,Algae,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mixed,Mixed,Mixed,Mixed,Mixed,NA,NA
FALSE,17002,NA,NA,NA,NA,NA,NA,NA,total biomass,Accepted,total biomass,NA,total biomass,t. biomass,total biomass,total_biomass,total biomass,Total Biomass,total biomass,total biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,darkblue,Mixed,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mixed,Mixed,Mixed,Mixed,Mixed,NA,NA
FALSE,17003,NA,NA,NA,NA,NA,NA,NA,Targeted,Accepted,Targeted,NA,Targeted,Targeted,Targeted,Targeted,Targeted,Targeted,Targeted,Targeted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,darkblue,Fish,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Targeted,Targeted,Targeted,Mixed,Mixed,NA,NA
FALSE,17004,NA,NA,NA,NA,NA,NA,NA,Targeted,Accepted,Targeted,NA,Targeted,Targeted,Targeted,Targeted,Targeted,Targeted,Targeted,Targeted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,darkblue,Invertebrates,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Targeted,Targeted,Targeted,Mixed,Mixed,NA,NA
FALSE,17005,NA,NA,NA,NA,NA,NA,NA,Non-targeted,Accepted,Non-targeted,NA,Non-targeted,Non-targeted,Non-targeted,Non_targeted,Non-targeted,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,darkblue,Fish,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,Mixed,Mixed,NA,NA
FALSE,17006,NA,NA,NA,NA,NA,NA,NA,Non-targeted,Accepted,Non-targeted,NA,Non-targeted,Non-targeted,Non-targeted,Non_targeted,Non-targeted,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed Trophic Levels,Mixed Trophic Levels,darkblue,Invertebrates,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,Mixed,Mixed,NA,NA
